name,alcohol,image_link,category
"레알체, 틴토 템프라니오",13,http://img.wine21.com/WINE_MST/TITLE/0160000/W0160947.jpg?409024,와인
레알탄자 그랑 레쎄르바,9,http://img.wine21.com/WINE_MST/TITLE/0151000/W0151727.jpg?757725,와인
레알탄자 레쎄르바,9,http://img.wine21.com/WINE_MST/TITLE/0151000/W0151725.jpg?230792,와인
레알탄자 레쎄르바 쎌레치온,9,http://img.wine21.com/WINE_MST/TITLE/0151000/W0151726.jpg?252924,와인
레알탄자 크리안자,9,http://img.wine21.com/WINE_MST/TITLE/0151000/W0151724.jpg?858146,와인
"레어 빈야드, 까버네 멜롯",13.5,http://img.wine21.com/WINE_MST/TITLE/0167000/W0167777.png?418328,와인
"레어 빈야드, 마르산느 비오니에",12.5,http://img.wine21.com/WINE_MST/TITLE/0167000/W0167778.png?823770,와인
레오 브릇 스파클링,9.5,http://img.wine21.com/WINE_MST/TITLE/0154000/W0154017.jpg?940062,와인
"레오나르드 커리쉬, 리슬링 빈 168",11.5,http://img.wine21.com/WINE_MST/TITLE/0167000/W0167151.jpg?007484,와인
"레오나르드 커리쉬, 리프라우밀히",7,http://img.wine21.com/WINE_MST/TITLE/0163000/0163111.jpg?836740,와인
"레오나르드 커리쉬, 사파이어 셀렉션 슈페트레제",9,http://img.wine21.com/WINE_MST/TITLE/0163000/W0163113.jpg?375984,와인
"레오나르드 커리쉬, 사파이어 셀렉션 카비넷",6.5,http://img.wine21.com/WINE_MST/TITLE/0163000/W0163112.jpg?409537,와인
"레이다,  리제르바 메를로",9,http://img.wine21.com/WINE_MST/TITLE/0146000/W0146891.jpg?414836,와인
"레이다, 레세르바 피노누아",13.5,http://img.wine21.com/WINE_MST/TITLE/0158000/W0158905.jpg?474705,와인
"레이다, 로트 21 피노누아",9.5,http://img.wine21.com/WINE_MST/TITLE/0158000/W0158904.jpg?015836,와인
"레이다, 리제르바 까르메네르",9,http://img.wine21.com/WINE_MST/TITLE/0146000/W0146893.jpg?429033,와인
"레이다, 리제르바 까베르네 쇼비뇽",9,http://img.wine21.com/WINE_MST/TITLE/0146000/W0146890.jpg?796233,와인
"레이다, 리제르바 소비뇽 블랑",9,http://img.wine21.com/WINE_MST/TITLE/0146000/W0146895.jpg?930350,와인
"레이다, 리제르바 시라",14,http://img.wine21.com/WINE_MST/TITLE/0146000/W0146892.jpg?497394,와인
"레이다, 싱글 빈야드 까베르네 쇼비뇽",9,http://img.wine21.com/WINE_MST/TITLE/0146000/W0146896.jpg?203355,와인
"레이다, 싱글 빈야드 시라",9.5,http://img.wine21.com/WINE_MST/TITLE/0147000/W0147273.jpg?988567,와인
"레이다, 싱글 빈야드 피노 누아",9.5,http://img.wine21.com/WINE_MST/TITLE/0146000/W0146897.jpg?789922,와인
"레이다, 싱글빈야드 카후일 피노누아",14,http://img.wine21.com/WINE_MST/TITLE/0158000/W0158901.jpg?174421,와인
레이디 그레이삭,13.5,http://img.wine21.com/WINE_MST/TITLE/0167000/W0167784.png?826133,와인
레이디 로르,13,http://img.wine21.com/WINE_MST/TITLE/0166000/W0166867.jpg?149467,와인
레이븐스우드 나파 밸리 진판델,9.5,http://img.wine21.com/WINE_MST/TITLE/0147000/W0147245.jpg?709856,와인
레이븐스우드 소노마 진판델,9.5,http://img.wine21.com/WINE_MST/TITLE/0147000/W0147246.jpg?051568,와인
"레이아, 레불라",8.5,http://img.wine21.com/WINE_MST/TITLE/0166000/W0166010.jpg?095324,와인
렉스 골리앗 까베르네 소비뇽,13,http://img.wine21.com/WINE_MST/TITLE/0161000/W0161496.jpg?240680,와인
렉스 골리앗 메를로,9,http://img.wine21.com/WINE_MST/TITLE/0161000/W0161497.jpg?822793,와인
렉스 골리앗 샤르도네,13,http://img.wine21.com/WINE_MST/TITLE/0161000/W0161498.jpg?199824,와인
"렌조 마시, 베르지네 발디끼아노",12,http://img.wine21.com/WINE_MST/TITLE/0139000/W0139959.jpg?457079,와인
"렌조 마시, 에르따 에 끼나",9,http://img.wine21.com/WINE_MST/TITLE/0139000/W0139957.jpg?564804,와인
렘후뜨 에스테이트,15,http://img.wine21.com/WINE_MST/TITLE/0142000/W0142197.jpg?633853,와인
로까 데 포르띠 스프만떼 돌체,7,http://img.wine21.com/WINE_MST/TITLE/0146000/W0146282.jpg?781205,와인
로난 바이 끌리네 레드,8.5,http://img.wine21.com/WINE_MST/TITLE/0160000/W0160488.jpg?260628,와인
"로드니스트롱, 까베르네 소비뇽",13,http://img.wine21.com/WINE_MST/TITLE/0142000/W0142207.jpg?798000,와인
"로드니스트롱, 메를로",13,http://img.wine21.com/WINE_MST/TITLE/0142000/W0142209.jpg?224807,와인
"로드니스트롱, 샤르도네",9,http://img.wine21.com/WINE_MST/TITLE/0142000/W0142208.jpg?222728,와인
"로드니스트롱, 시미트리",8.5,http://img.wine21.com/WINE_MST/TITLE/0142000/W0142211.jpg?518018,와인
"로드니스트롱, 진판델",13,http://img.wine21.com/WINE_MST/TITLE/0142000/W0142210.jpg?049074,와인
"로드니스트롱, 피노 누아",9,http://img.wine21.com/WINE_MST/TITLE/0147000/W0147928.jpg?935111,와인
"로드리게스, 산죠 나쏘스",15.5,http://img.wine21.com/WINE_MST/TITLE/0163000/W0163226.jpg?136356,와인
로라클 므왈레 뱅 드 뻬이 꼬뜨 드 따른,12,http://img.wine21.com/WINE_MST/TITLE/0150000/W0150174.jpg?949233,와인
"로멘 뒤베르네, 꼬드 뒤 론 비에이 비뉴",9,http://img.wine21.com/WINE_MST/TITLE/0150000/W0150932.jpg?897079,와인
"로멘 뒤베르네, 에르미따쥬",9,http://img.wine21.com/WINE_MST/TITLE/0150000/W0150937.jpg?788716,와인
"로멘 뒤베르네, 크로즈 에르미따쥬",13,http://img.wine21.com/WINE_MST/TITLE/0150000/W0150936.jpg?441112,와인
로미또 델 로미또리오 산탄티모 로쏘,14.5,http://img.wine21.com/WINE_MST/TITLE/0155000/155432.jpg?882481,와인
로미오,13.5,http://img.wine21.com/WINE_MST/TITLE/0141000/W0141817.jpg?347455,와인
로미오 크리안자,13.5,http://img.wine21.com/WINE_MST/TITLE/0141000/W0141818.jpg?458338,와인
로버트 몬다비 트윈 오크 까베르네 소비뇽,10,http://img.wine21.com/WINE_MST/TITLE/0144000/W0144879.jpg?837214,와인
"로버트 몬다비, 모스카토 도로",8,http://img.wine21.com/WINE_MST/TITLE/0153000/W0153433.jpg?037014,와인
"로버트 몬다비, 우드브릿지 브뤼",12.5,http://img.wine21.com/WINE_MST/TITLE/0158000/W0158536.jpg?994940,와인
"로버트 몬다비, 트윈 오크 모스카토",10,http://img.wine21.com/WINE_MST/TITLE/0153000/W0153436.jpg?708514,와인
"로버트 몬다비, 트윈 오크 진판델",9,http://img.wine21.com/WINE_MST/TITLE/0140000/W0140953.jpg?090070,와인
"로버트 몬다비, 프라이빗 셀렉션 럼 배럴 멜롯",14.5,http://img.wine21.com/WINE_MST/TITLE/0166000/W0166142.jpg?856544,와인
"로버트 몬다비, 프라이빗 셀렉션 버본 배럴 까베르네 소비뇽",14.5,http://img.wine21.com/WINE_MST/TITLE/0164000/W0164948.jpg?433360,와인
"로버트 몬다비, 프라이빗 셀렉션 버본 배럴 샤도네이",14.5,http://img.wine21.com/WINE_MST/TITLE/0164000/W0164950.jpg?128921,와인
"로버트 바일, 라인가우 리슬링 카비넷",7,http://img.wine21.com/WINE_MST/TITLE/0149000/W0149668.jpg?607187,와인
"로버트 바일, 라인가우 리슬링 콸리태츠바인 트로켄",8,http://img.wine21.com/WINE_MST/TITLE/0149000/W0149674.jpg?391736,와인
"로버트 바일, 라인가우 리슬링 키드리히 그래펜베르그 스패트레제",8,http://img.wine21.com/WINE_MST/TITLE/0149000/W0149672.jpg?835812,와인
"로버트 바일, 키드리히 그래펜버그 리슬링 카비넷 트로켄",12,http://img.wine21.com/WINE_MST/TITLE/0149000/W0149664.jpg?847012,와인
"로버트 오틀리, 비치 헛 핑크 모스카토 ",6,http://img.wine21.com/WINE_MST/TITLE/0155000/W0155799.jpg?894045,와인
"로베르토 보에르치오, 랑게 네비올로",9.5,http://img.wine21.com/WINE_MST/TITLE/0140000/W0140154.jpg?316811,와인
"로베르토 사로토, 솔라티오 로쏘",6,http://img.wine21.com/WINE_MST/TITLE/0149000/W0149612.jpg?695977,와인
"로쉐 마제, 메를로",12.5,http://img.wine21.com/WINE_MST/TITLE/0149000/W0149572.jpg?856301,와인
"로쉐 마제, 생쏘 그르나슈",12.5,http://img.wine21.com/WINE_MST/TITLE/0167000/W0167717.png?600580,와인
"로쉐 마제, 샤르도네",11.5,http://img.wine21.com/WINE_MST/TITLE/0162000/W0162479.jpg?173309,와인
"로쉐 마제, 소비뇽",12.5,http://img.wine21.com/WINE_MST/TITLE/0167000/W0167716.png?143563,와인
"로쉐 마제, 피노누아",12.5,http://img.wine21.com/WINE_MST/TITLE/0167000/W0167301.png?317410,와인
로스 깐디레스 레드,11.5,http://img.wine21.com/WINE_MST/TITLE/0147000/W0147847.jpg?149435,와인
로스 깐디레스 블랑코,8,http://img.wine21.com/WINE_MST/TITLE/0147000/W0147880.jpg?225723,와인
로스 바스코스 르 딕스,8,http://img.wine21.com/WINE_MST/TITLE/0146000/W0146849.jpg?884982,와인
로스 바스코스 샤도네이,13,http://img.wine21.com/WINE_MST/TITLE/0146000/W0146850.jpg?451864,와인
"로스 바스코스, 까베르네 쇼비뇽",13.5,http://img.wine21.com/WINE_MST/TITLE/0146000/W0146847.jpg?303327,와인
로스 아르볼리또스 까베르네 소비뇽,9,http://img.wine21.com/WINE_MST/TITLE/0145000/W0145929.jpg?615354,와인
로스 아르볼리또스 소비뇽 블랑,13,http://img.wine21.com/WINE_MST/TITLE/0145000/W0145930.jpg?244738,와인
로쏘 델 조르노,12.5,http://img.wine21.com/WINE_MST/TITLE/0141000/W0141866.jpg?779160,와인
로씨니,5,http://img.wine21.com/WINE_MST/TITLE/0148000/W0148867.jpg?992117,와인
"로저 뿌이용, '레 떼르 프루아드' 브뤼 프르미에 크뤼",12,http://img.wine21.com/WINE_MST/TITLE/0162000/W0162841.jpg?243827,와인
"로저 뿌이용, '레 발농' 아이 그랑 크뤼",12,http://img.wine21.com/WINE_MST/TITLE/0162000/W0162842.jpg?670380,와인
"로저 뿌이용, '레 블랑쉬엔' 브뤼 나뚜르",12,http://img.wine21.com/WINE_MST/TITLE/0162000/W0162843.jpg?277132,와인
"로저 뿌이용, 브뤼 로제 프르미에 크뤼",12,http://img.wine21.com/WINE_MST/TITLE/0162000/W0162844.jpg?195318,와인
"로저 뿌이용, 슈맹 뒤 부아",12,http://img.wine21.com/WINE_MST/TITLE/0162000/W0162845.jpg?930574,와인
"로즈마운트, 다이아몬드 라벨 소비뇽 블랑",8.5,http://img.wine21.com/WINE_MST/TITLE/0140000/W0140984.jpg?847469,와인
"로즈마운트, 다이아몬드 라벨 피노 누아 ",11,http://img.wine21.com/WINE_MST/TITLE/0163000/W0163087.jpg?907759,와인
"로즈마운트, 다이아몬드 블렌디드 까베르네 멜롯",14,http://img.wine21.com/WINE_MST/TITLE/0140000/W0140989.jpg?449218,와인
"로즈마운트, 다이아몬드 셀러 까베르네 멜롯",14,http://img.wine21.com/WINE_MST/TITLE/0153000/W0153463.jpg?168633,와인
"로즈마운트, 레이크로프트 쉬라즈",9,http://img.wine21.com/WINE_MST/TITLE/0148000/W0148068.jpg?570703,와인
"로즈마운트, 밀매처 레드 블렌드",13.5,http://img.wine21.com/WINE_MST/TITLE/0163000/W0163089.jpg?592223,와인
"로즈마운트, 밀매처 화이트",8.5,http://img.wine21.com/WINE_MST/TITLE/0163000/W0163090.jpg?029532,와인
"로즈마운트, 발모랄 시라",9.5,http://img.wine21.com/WINE_MST/TITLE/0140000/W0140977.jpg?000333,와인
"로즈마운트, 블렌드 까베르네 메를로",13,http://img.wine21.com/WINE_MST/TITLE/0163000/W0163088.jpg?102991,와인
"로즈마운트, 블렌드 쉬라즈 까베르네",13,http://img.wine21.com/WINE_MST/TITLE/0140000/0140982.jpg?897417,와인
"로즈마운트, 쇼 리저브 까베르네 소비뇽",14,http://img.wine21.com/WINE_MST/TITLE/0140000/W0140971.jpg?775909,와인
"로즈마운트, 쇼 리저브 쉬라즈",14,http://img.wine21.com/WINE_MST/TITLE/0140000/W0140978.jpg?573518,와인
"로즈마운트, 쇼 리져브 GSM",9.5,http://img.wine21.com/WINE_MST/TITLE/0140000/W0140986.jpg?102411,와인
"로즈마운트, 쇼 리져브 샤도네",9,http://img.wine21.com/WINE_MST/TITLE/0140000/W0140973.jpg?709533,와인
로차스 타우니 포트,19,http://img.wine21.com/WINE_MST/TITLE/0141000/W0141857.jpg?375720,와인
"로카 델레 마시, 끼안띠 베르나이올로 ",8.5,http://img.wine21.com/WINE_MST/TITLE/0140000/W0140554.jpg?992660,와인
"로카 델레 마시, 끼안띠 클라시코 리제르바 파미글리아 징가렐리  ",9,http://img.wine21.com/WINE_MST/TITLE/0140000/W0140553.jpg?597573,와인
"로카 델레 마시, 끼안띠 클라시코 파미글리아 징가렐리 ",8.5,http://img.wine21.com/WINE_MST/TITLE/0140000/W0140556.jpg?163186,와인
"로클랜드, 초콜릿 박스 GSM",9.5,http://img.wine21.com/WINE_MST/TITLE/0153000/W0153803.jpg?171879,와인
"로클랜드, 초콜릿 박스 까베르네 소비뇽",15.5,http://img.wine21.com/WINE_MST/TITLE/0153000/W0153802.jpg?909213,와인
"로클랜드, 초콜릿 박스 쉬라즈",15.5,http://img.wine21.com/WINE_MST/TITLE/0153000/W0153801.jpg?294543,와인
"로클랜드, 초콜릿 박스 스파클링 쉬라즈",14,http://img.wine21.com/WINE_MST/TITLE/0153000/W0153804.jpg?210175,와인
로피또 프레르 꼬뜨 뒤 론,13.5,http://img.wine21.com/WINE_MST/TITLE/0149000/W0149425.jpg?203789,와인
로피또 프레르 마꽁 빌라쥐,13,http://img.wine21.com/WINE_MST/TITLE/0143000/W0143563.jpg?805039,와인
로피또 프레르 뫼르소,8.5,http://img.wine21.com/WINE_MST/TITLE/0143000/W0143560.jpg?468682,와인
로피또 프레르 물랭 아 방,13,http://img.wine21.com/WINE_MST/TITLE/0143000/143564.jpg?551853,와인
로피또 프레르 부루이,8.5,http://img.wine21.com/WINE_MST/TITLE/0149000/W0149403.jpg?884897,와인
로피또 프레르 부르고뉴 알리고떼,12,http://img.wine21.com/WINE_MST/TITLE/0143000/W0143549.jpg?435539,와인
로피또 프레르 샤또네프 뒤 빠쁘,13,http://img.wine21.com/WINE_MST/TITLE/0143000/W0143556.jpg?641098,와인
록 드 루싹,13,http://img.wine21.com/WINE_MST/TITLE/0140000/W0140381.jpg?190130,와인
롱 메도우 랜치 까베르네 쇼비뇽 팜스테드,9,http://img.wine21.com/WINE_MST/TITLE/0161000/W0161925.jpg?621419,와인
롱 메도우 랜치 샤도네이,9,http://img.wine21.com/WINE_MST/TITLE/0162000/W0162540.jpg?597055,와인
롱 메도우 랜치 피노누아,9,http://img.wine21.com/WINE_MST/TITLE/0162000/W0162539.jpg?398963,와인
롱 컨트리 까베르네 소비뇽,13,http://img.wine21.com/WINE_MST/TITLE/0148000/W0148624.jpg?289232,와인
롱 컨트리 메를로,8.5,http://img.wine21.com/WINE_MST/TITLE/0148000/W0148625.jpg?100243,와인
롱고 동고,15,http://img.wine21.com/WINE_MST/TITLE/0162000/W0162064.jpg?626590,와인
"롱고 콜렉션, 피노 그리지오",12,http://img.wine21.com/WINE_MST/TITLE/0149000/W0149879.jpg?447029,와인
롱반 멀롯,9,http://img.wine21.com/WINE_MST/TITLE/0161000/W0161703.jpg?180269,와인
루더포드 그로브 까베르네 쇼비뇽,10,http://img.wine21.com/WINE_MST/TITLE/0147000/W0147833.jpg?715687,와인
루더포드 그로브 리저브 까베르네 쇼비뇽,10,http://img.wine21.com/WINE_MST/TITLE/0147000/W0147834.jpg?889053,와인
루더포드 랜치 리저브 까베르네 쇼비뇽,15,http://img.wine21.com/WINE_MST/TITLE/0161000/W0161873.jpg?632077,와인
루메지오 디 로쏘 몬테풀치아노 다브르쪼,9,http://img.wine21.com/WINE_MST/TITLE/0163000/W0163130.jpg?241827,와인
루메지오 디 비앙코 콘트로구에라,12.5,http://img.wine21.com/WINE_MST/TITLE/0163000/W0163131.jpg?599446,와인
루스 넘버 원,14.5,http://img.wine21.com/WINE_MST/TITLE/0141000/W0141883.jpg?519207,와인
"루스토, 아몬띠야도 로스 아르코스 솔레라 레세르바",11.5,http://img.wine21.com/WINE_MST/TITLE/0162000/W0162096.jpg?532968,와인
"루스토, 올로로소 돈 누뇨 솔레라 레세르바",20,http://img.wine21.com/WINE_MST/TITLE/0162000/W0162098.jpg?355274,와인
"루스토, 이스트 인디아 솔레라",20,http://img.wine21.com/WINE_MST/TITLE/0162000/W0162097.jpg?061448,와인
"루스토, 페드로 히메네즈 산 에밀리오 솔레라 레세르바",20,http://img.wine21.com/WINE_MST/TITLE/0162000/W0162099.jpg?884180,와인
루씨아 레드 스위트,8,http://img.wine21.com/WINE_MST/TITLE/0147000/W0147552.jpg?629786,와인
루씨아 화이트 스위트,6.5,http://img.wine21.com/WINE_MST/TITLE/0147000/W0147553.jpg?252623,와인
루이 라뚜르 마르샤네,13,http://img.wine21.com/WINE_MST/TITLE/0146000/W0146863.jpg?536526,와인
루이 라뚜르 샤르도네,13,http://img.wine21.com/WINE_MST/TITLE/0141000/W0141463.jpg?587538,와인
"루이 라뚜르, 그랑 아데슈 샤르도네",13,http://img.wine21.com/WINE_MST/TITLE/0155000/W0155611.jpg?432657,와인
"루이 라뚜르, 본 로마네",9,http://img.wine21.com/WINE_MST/TITLE/0141000/W0141479.jpg?971220,와인
"루이 라뚜르, 뿌이 퓌세",13,http://img.wine21.com/WINE_MST/TITLE/0141000/W0141480.jpg?401089,와인
"루이 라뚜르, 사비니 레 본",9,http://img.wine21.com/WINE_MST/TITLE/0141000/W0141476.jpg?012587,와인
"루이 라뚜르, 상뜨네",9,http://img.wine21.com/WINE_MST/TITLE/0141000/W0141475.jpg?502147,와인
"루이 라뚜르, 샤블리",13,http://img.wine21.com/WINE_MST/TITLE/0141000/W0141465.jpg?165242,와인
"루이 라뚜르, 샤블리 프리미에 크뤼",13,http://img.wine21.com/WINE_MST/TITLE/0141000/W0141466.jpg?424213,와인
"루이 라뚜르, 아데슈 샤르도네",13,http://img.wine21.com/WINE_MST/TITLE/0155000/W0155615.jpg?779866,와인
"루이 라뚜르, 알록스 꼬르똥",9,http://img.wine21.com/WINE_MST/TITLE/0146000/W0146862.jpg?925942,와인
"루이 라뚜르, 피노 누아",13,http://img.wine21.com/WINE_MST/TITLE/0141000/W0141464.jpg?584250,와인
"루이 막스 수드, 르 봉 땅",13.5,http://img.wine21.com/WINE_MST/TITLE/0165000/W0165305.jpg?230827,와인
"루이 막스, 끌리마 오 밸리 샤도네이",13,http://img.wine21.com/WINE_MST/TITLE/0154000/W0154060.jpg?221957,와인
"루이 막스, 머큐리 '끌로 라 마르쉐' 모노폴",13,http://img.wine21.com/WINE_MST/TITLE/0154000/154125.jpg?823601,와인
"루이 막스, 부르고뉴 오 꼬뜨 드 뉘",8.5,http://img.wine21.com/WINE_MST/TITLE/0157000/W0157891.jpg?663850,와인
"루이 막스, 샤블리 생 장",13,http://img.wine21.com/WINE_MST/TITLE/0154000/154124.jpg?901753,와인
루이 블랑,12,http://img.wine21.com/WINE_MST/TITLE/0163000/W0163140.jpg?029860,와인
루이 에슈너 크레망 드 보르도,11.5,http://img.wine21.com/WINE_MST/TITLE/0164000/W0164040.jpg?115888,와인
"루이 자도(도멘 _ 드 마젠타), 뿔리니 몽라셰 프르미에 크뤼 ‘끌로 드 라 갸렌느’",9,http://img.wine21.com/WINE_MST/TITLE/0151000/151826.jpg?863945,와인
"루이 자도, 바쿠스 블랑",13,http://img.wine21.com/WINE_MST/TITLE/0148000/W0148255.jpg?071674,와인
"루이 자도, 쌩 따무르",13,http://img.wine21.com/WINE_MST/TITLE/0148000/W0148236.jpg?427859,와인
"루이 자도, 쥐브리 샹베르땡",13,http://img.wine21.com/WINE_MST/TITLE/0151000/151818.jpg?556658,와인
루이스 펠리페 에드워드 마레아 쉬라                                                ,14.5,http://img.wine21.com/WINE_MST/TITLE/0156000/W0156010.jpg?583996,와인
루이스 펠리페 에드워즈 까르미네르,13.5,http://img.wine21.com/WINE_MST/TITLE/0150000/W0150505.jpg?964833,와인
루이스 펠리페 에드워즈 까르미네르 리제르바,14,http://img.wine21.com/WINE_MST/TITLE/0150000/W0150500.jpg?069561,와인
루이스 펠리페 에드워즈 까베르네 쇼비뇽,13.5,http://img.wine21.com/WINE_MST/TITLE/0150000/W0150503.jpg?583832,와인
루이스 펠리페 에드워즈 도나 베르나다 블랜드,14.5,http://img.wine21.com/WINE_MST/TITLE/0150000/W0150698.jpg?587869,와인
루이스 펠리페 에드워즈 로사 블랑카 유기농,13,http://img.wine21.com/WINE_MST/TITLE/0153000/W0153914.jpg?888511,와인
루이스 펠리페 에드워즈 마레아 샤도네이 ,13.5,http://img.wine21.com/WINE_MST/TITLE/0156000/W0156036.jpg?840404,와인
루이스 펠리페 에드워즈 말벡 리제르바,14,http://img.wine21.com/WINE_MST/TITLE/0150000/W0150501.jpg?631084,와인
루이스 펠리페 에드워즈 멜롯,13.5,http://img.wine21.com/WINE_MST/TITLE/0150000/W0150504.jpg?006217,와인
루이스 펠리페 에드워즈 멜롯 리제르바,14.5,http://img.wine21.com/WINE_MST/TITLE/0150000/W0150499.jpg?693806,와인
루이스 펠리페 에드워즈 샤도네이,13,http://img.wine21.com/WINE_MST/TITLE/0150000/W0150507.jpg?394150,와인
루이스 펠리페 에드워즈 소비뇽 블랑,13,http://img.wine21.com/WINE_MST/TITLE/0150000/W0150508.jpg?887989,와인
루이스 펠리페 에드워즈 쉬라즈,13.5,http://img.wine21.com/WINE_MST/TITLE/0150000/W0150506.jpg?394503,와인
루이스 펠리페 에드워즈 엘에프이 100 씨엔,14.5,http://img.wine21.com/WINE_MST/TITLE/0157000/W0157250.jpg?320152,와인
루이스 펠리페 에드워즈 엘에프이 100 카리냥,9.5,http://img.wine21.com/WINE_MST/TITLE/0156000/W0156035.jpg?146984,와인
루이스 펠리페 에드워즈 엘에프이 900 말벡,9.5,http://img.wine21.com/WINE_MST/TITLE/0150000/W0150697.jpg?027915,와인
"루이스 펠리페 에드워즈, 까베르네 쇼비뇽 리제르바",14,http://img.wine21.com/WINE_MST/TITLE/0150000/W0150498.jpg?133635,와인
"루이스 펠리페 에드워즈, 샤도네이 리제르바",13,http://img.wine21.com/WINE_MST/TITLE/0150000/W0150502.jpg?003902,와인
"루이스 펠리페 에드워즈, 패밀리 셀렉션  멜롯 그란 리제르바",14,http://img.wine21.com/WINE_MST/TITLE/0150000/W0150495.jpg?019901,와인
"루이스 펠리페 에드워즈, 패밀리 셀렉션 까베르네 쇼비뇽 그란 리제르바",14.5,http://img.wine21.com/WINE_MST/TITLE/0150000/W0150493.jpg?252562,와인
"루이스 펠리페 에드워즈, 패밀리 셀렉션 말벡 그란 리제르바",14,http://img.wine21.com/WINE_MST/TITLE/0150000/W0150496.jpg?393431,와인
"루카렐리, 일 바카 프리미티보 디 만두리아",14,http://img.wine21.com/WINE_MST/TITLE/0162000/W0162636.jpg?283198,와인
루타스 델 아르떼,13,http://img.wine21.com/WINE_MST/TITLE/0163000/W0163143.jpg?444715,와인
"루팡, 화이트",11,http://img.wine21.com/WINE_MST/TITLE/0148000/W0148151.jpg?696753,와인
루퍼트 로칠드 바롱 에드몽드,13,http://img.wine21.com/WINE_MST/TITLE/0156000/W0156325.jpg?663333,와인
"루피노, 라 솔라티아 피노 그리지오",9,http://img.wine21.com/WINE_MST/TITLE/0147000/W0147701.jpg?059611,와인
"루피노, 프로세코 엑스트라 드라이",11,http://img.wine21.com/WINE_MST/TITLE/0162000/W0162416.jpg?809206,와인
"룽가로티, 루 ",14,http://img.wine21.com/WINE_MST/TITLE/0163000/W0163652.jpg?563515,와인
"룽가로티, 피노 그리지오",12,http://img.wine21.com/WINE_MST/TITLE/0140000/W0140913.jpg?102269,와인
뤼똥 마고,8.5,http://img.wine21.com/WINE_MST/TITLE/0141000/W0141250.jpg?840203,와인
뤼똥 오 메독,8.5,http://img.wine21.com/WINE_MST/TITLE/0141000/W0141251.jpg?777034,와인
"르 꼰떼쎄, 라보소 로제 스푸만테 브뤼",11.5,http://img.wine21.com/WINE_MST/TITLE/0166000/W0166636.jpg?355782,와인
"르 꼰떼쎄, 스푸만테 뀌베 엑스트라 드라이",11.5,http://img.wine21.com/WINE_MST/TITLE/0166000/W0166637.jpg?716711,와인
"르 꼰떼쎄, 프로세코 수페리오레 발도비아데네 뀌베 엑스트라 드라이",10.5,http://img.wine21.com/WINE_MST/TITLE/0160000/W0160789.jpg?394737,와인
르 따나 드 필리프 꾸리안,14.5,http://img.wine21.com/WINE_MST/TITLE/0163000/W0163196.jpg?140635,와인
르 레플레 드 라피트 까르까세,12.5,http://img.wine21.com/WINE_MST/TITLE/0157000/W0157519.jpg?293981,와인
르 리발,15.5,http://img.wine21.com/WINE_MST/TITLE/0161000/W0161872.jpg?843605,와인
"르 몽드, 레포스코",13,http://img.wine21.com/WINE_MST/TITLE/0165000/W0165935.jpg?811880,와인
"르 몽드, 피노 그리지오",13,http://img.wine21.com/WINE_MST/TITLE/0163000/W0163509.jpg?591203,와인
"르 봉 클리마, 피노 누아",13.5,http://img.wine21.com/WINE_MST/TITLE/0161000/W0161928.jpg?957669,와인
르 빌라쥐 뒤 쉬드 까베르네 소비뇽,13,http://img.wine21.com/WINE_MST/TITLE/0151000/W0151668.jpg?106276,와인
르 빌라쥐 뒤 쉬드 시라,13,http://img.wine21.com/WINE_MST/TITLE/0151000/W0151667.jpg?532725,와인
르 빌라쥐 뒤 쉬드 피노 누아,9,http://img.wine21.com/WINE_MST/TITLE/0151000/W0151669.jpg?132667,와인
르 쁘띠 쿠들리스 로제,13,http://img.wine21.com/WINE_MST/TITLE/0163000/W0163262.jpg?699093,와인
르 쁘띠 쿠들리스 루즈,9.5,http://img.wine21.com/WINE_MST/TITLE/0163000/W0163260.jpg?368635,와인
르 쁘띠 쿠들리스 블랑,9.5,http://img.wine21.com/WINE_MST/TITLE/0163000/W0163261.jpg?142416,와인
르 샤 누아 피노그리,13,http://img.wine21.com/WINE_MST/TITLE/0158000/W0158056.jpg?388067,와인
"르 샤 누아, 소비뇽 블랑",8.5,http://img.wine21.com/WINE_MST/TITLE/0151000/W0151969.jpg?127660,와인
"르 샤 누아, 쉬라즈",13,http://img.wine21.com/WINE_MST/TITLE/0151000/W0151968.jpg?874135,와인
"르 샤 누아, 피노 누아",8.5,http://img.wine21.com/WINE_MST/TITLE/0151000/W0151967.jpg?411786,와인
르 샤름므 드 마죠스 블랑,13,http://img.wine21.com/WINE_MST/TITLE/0155000/W0155822.jpg?311889,와인
르 코스테,12,http://img.wine21.com/WINE_MST/TITLE/0161000/W0161738.jpg?631084,와인
"르 플랑, GT-1",15,http://img.wine21.com/WINE_MST/TITLE/0150000/W0150987.jpg?615879,와인
"르 플랑, 클래식 ",13,http://img.wine21.com/WINE_MST/TITLE/0150000/W0150981.jpg?317270,와인
"르네 바르비에, 로블 레드 ",14.5,http://img.wine21.com/WINE_MST/TITLE/0162000/W0162413.jpg?267446,와인
"르네 바르비에, 칼리너 세코 화이트",12.5,http://img.wine21.com/WINE_MST/TITLE/0162000/W0162412.jpg?470181,와인
르네 부비에 픽생 '크레 드 쉔느',13,http://img.wine21.com/WINE_MST/TITLE/0161000/W0161606.jpg?683499,와인
"르네 부비에, 막사네 루즈 '샹 살로몽'",13,http://img.wine21.com/WINE_MST/TITLE/0162000/W0162485.jpg?405977,와인
